,county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
1572,Laramie,WY,0.622,0.29,39945,24844,11572,0.62,0.338,44982,27891,15217,41.3070252,-104.6887497,1860,6,97031,49218,47813,14.3,79.1,2.6,0.8,1.1,0.1,72899,62879,1820,31554,914,10.4,12.1,37.1,16.4,23.3,11.8,11.4,81.8,9.7,0.6,2.6,1.5,3.8,15.8,47243,68.2,26.2,5.3,0.3,5.3
2051,Newton,GA,0.477,0.501,43787,20907,21936,0.44,0.549,54239,23869,29794,33.55514538,-83.8454714,2925,96,105042,49940,55102,5.1,48.7,42.6,0.2,1,0.1,74150,52784,2372,23611,842,16.7,24.4,28.9,17.6,25.2,10.3,18.1,82.2,11.3,0.6,0.6,1.6,3.8,31.5,46324,79.2,15.7,4.8,0.3,9
1570,Lanier,GA,0.693,0.281,2861,1984,805,0.702,0.285,3576,2509,1019,31.0382857,-83.06472457,320,7,10388,5208,5180,5.5,68.7,24.1,0,0.3,0,7647,31109,5468,17739,1784,28.7,32.6,29.2,16.3,31.6,11.2,11.7,89.8,2.2,0.1,3.7,1.7,2.6,24.1,3551,70.4,20.1,9.5,0,10.6
2101,Okeechobee,FL,0.685,0.29,13632,9342,3953,0.718,0.275,15983,11470,4389,27.3863362,-80.88944347,1763,38,40228,21767,18461,25,64,8,0.6,0.9,0.2,28113,39059,1686,18611,1053,22.3,34,21.3,22.2,21.9,20.8,13.8,80.6,13.3,0.2,1.9,1.7,2.3,24,14085,78.2,13.4,8.2,0.1,9
1111,Greene,PA,0.695,0.278,14955,10394,4157,0.712,0.278,17635,12556,4900,39.85746531,-80.22357106,268,1,37338,19397,17941,1.5,93.6,3.1,0.1,0.4,0,30045,50972,2967,25574,926,14.8,21.7,30.7,19.3,19.7,16.4,13.8,84.2,8.9,0,2.6,1.2,3.1,26.8,14775,81.2,15.5,3.2,0.1,5.7
529,Clarke,IA,0.614,0.332,4405,2706,1463,0.673,0.314,4666,3140,1466,41.02868181,-93.78499767,368,3,9267,4600,4667,12.7,84.6,0.1,0,1,0,6627,49718,3191,25879,1905,15.4,24,31.1,16.4,15.9,13.2,23.3,79,14.6,0.3,1.7,1,3.2,24.3,4610,80.9,11.9,6.8,0.4,4.4
73,Appomattox,VA,0.718,0.254,7954,5714,2023,0.725,0.262,9239,6702,2418,37.37569884,-78.81340003,308,6,15462,7507,7955,1.3,76.7,20.1,0.1,0.2,0,12017,54875,5421,26347,1585,14.4,22.2,33.2,16.8,23.3,12.9,13.9,80.1,10.1,0.5,1.8,2.4,5.1,31.9,6890,79.1,18,2.8,0.1,3.5
2918,Waseca,MN,0.623,0.296,9579,5967,2838,0.638,0.337,10389,6624,3496,44.02211116,-93.58720034,961,10,18898,8978,9920,5.7,89.4,2.1,0.9,0.6,0,14063,55189,2840,27383,1100,9.2,10.9,31.3,15.8,21.7,10.4,20.8,81.6,9.6,0.6,1.9,1.9,4.5,20.4,9516,79.2,12.7,7.7,0.4,3.2
885,Eureka,NV,0.847,0.087,854,723,74,0.884,0.098,942,833,92,39.98100864,-116.2683204,13,0,1728,849,879,1.6,96.7,0.1,1.7,0,0,1306,67159,29806,35606,5205,10,0,30.6,13.6,17.7,25.3,12.7,53.4,8.8,8.6,24.7,0,4.4,22.5,904,55.1,28.4,16.5,0,0
1407,Jefferson,TN,0.777,0.184,18994,14760,3490,0.79,0.197,23562,18609,4645,36.04818632,-83.45148924,1636,24,52887,25886,27001,3.5,92.5,1.8,0.2,0.6,0,40981,45641,2312,23724,1510,13.8,18.2,26.2,19.1,23.5,10.4,20.7,78.3,14.2,0.3,1.6,0.9,4.7,25.8,23110,77.3,15.2,7.5,0.1,6.2
145,Bath,VA,0.69,0.269,2243,1548,603,0.726,0.268,2513,1824,674,38.05852573,-79.73912095,26,0,4458,2311,2147,5.7,85.3,2.7,0,0.3,0,3342,44483,3178,28195,6494,9.3,7.4,21.6,30.4,19.9,11,17,82.7,4.5,1.5,5,0,6.3,24.5,2073,81.5,17,1.5,0,9.1
1928,Moffat,CO,0.813,0.134,6510,5293,874,0.808,0.17,6964,5627,1186,40.61810999,-108.2070876,77,1,13056,6772,6284,14.9,81.4,1,0.5,0.1,0.6,9338,53010,4266,27331,1685,10.1,8.6,27.7,16.9,24.2,20.9,10.3,72.6,17.7,1.1,4.1,1,3.6,22,6373,78.9,15,5.4,0.6,3.6
835,Echols,GA,0.856,0.133,1175,1006,156,0.872,0.116,1441,1256,167,30.71101099,-82.89687287,246,2,4011,2012,1999,26.7,65,2.7,1.9,0,0,2598,34315,3790,20589,3791,28.2,26.2,19.7,13,23.4,27.9,16,82.6,12.5,0.4,0.9,0,3.7,26.8,1656,82.8,12.1,5.1,0,5.5
2361,Randolph,WV,0.701,0.252,10816,7583,2724,0.711,0.276,12200,8673,3362,38.769899,-79.87919615,429,1,29152,14921,14231,0.9,96.1,1.9,0.3,0.5,0,23439,40094,3137,23642,2232,18.3,22.7,29.6,23.9,21,12,13.5,79.5,12.6,0,3.4,0.7,3.8,21.4,11496,76.5,18.6,4.8,0,7.3
1479,Kerr,TX,0.765,0.202,23090,17658,4665,0.752,0.235,27738,20858,6510,30.06040006,-99.34930144,714,14,50761,24563,26198,26.1,69.9,1.4,0.2,1,0,38666,48698,2928,28484,1842,13.8,23.3,30.3,24.1,23.2,12.7,9.8,78.8,14,0,1.9,0.7,4.5,20,21475,72.3,15.2,12.5,0,6
208,Blaine,ID,0.311,0.598,10723,3340,6416,0.303,0.671,13288,4031,8919,43.4085812,-113.9752658,916,7,21583,11040,10543,21,76.5,0.3,0,1,0,14778,58835,5130,32736,2376,14.8,28.6,31.3,28.5,20.2,12.8,7.3,76.1,7.2,1.4,3.6,2.4,9.3,19.2,11954,73.7,10.9,14.8,0.6,3.7
207,Bladen,NC,0.541,0.446,15743,8511,7021,0.566,0.428,17009,9623,7281,34.61296243,-78.56180059,1105,19,34130,16241,17889,7.5,54.2,34.4,2.3,0,0,25634,32396,2931,20839,1436,24.5,34.9,25.2,20.5,19,16.6,18.8,85.7,9.9,0.2,0.8,0.6,2.8,24.7,13263,74.5,19.3,6,0.2,7.9
1217,Haskell,TX,0.795,0.178,1765,1403,314,0.831,0.16,2211,1837,353,33.17823584,-99.73037358,86,3,5806,3247,2559,27.6,65.8,3.1,0.6,0.7,0,3969,43529,6157,21120,2295,19.3,32.6,22.9,22.3,19.5,17.2,18,79.5,11.9,0,4.4,1.4,2.9,16.1,2180,62.4,18.7,18.1,0.8,9.5
2490,San Saba,TX,0.86,0.124,2354,2025,293,0.887,0.11,2602,2308,287,31.1577796,-98.81758731,242,3,5851,2949,2902,29.7,65.3,2.8,0,0,0,4169,40301,4626,22481,2996,17.4,33.3,29,16.8,14.8,24.5,14.9,69.3,22.5,0,2.2,1.9,4.1,25.8,2475,70.1,16.4,13.1,0.4,3.2
1025,Gibson,IN,0.716,0.24,15472,11079,3720,0.731,0.249,16165,11817,4027,38.30393723,-87.58054938,1038,12,33596,16841,16755,1.5,94.2,2,0.1,0.3,0,25458,51149,1981,27342,1327,10.7,13.9,26.7,15.6,18.9,12.5,26.3,87.1,6.8,0.2,2.6,1,2.3,21.5,16210,88.6,7.4,3.9,0.1,3.5
248,Boyd,KY,0.664,0.294,20454,13591,6021,0.658,0.326,21741,14295,7083,38.36176608,-82.68652187,743,22,48486,24180,24306,1.7,93.3,2.4,0.1,0.3,0,37927,45543,2616,26420,2990,19.3,27.5,36.3,17.9,23.7,8.9,13.3,82.8,10.9,0.3,3.4,1.1,1.5,21.6,18235,79.5,15.4,4.8,0.3,9.3
1872,Menifee,KY,0.723,0.252,2780,2010,700,0.745,0.242,3102,2311,750,37.94090733,-83.59985712,92,1,6381,3382,2999,0.9,97.8,0.1,0,0.3,0,4995,39688,5955,19744,1154,20.1,33.3,20.5,16.9,20.1,9.8,32.7,85.1,10.3,1.6,0.5,0,2.5,30.9,2529,70.1,23.5,6.4,0,5.4
900,Faulk,SD,0.767,0.182,1118,858,204,0.816,0.168,1182,964,198,45.07082625,-99.14535601,224,2,2327,1196,1131,1.2,94.7,0,3.8,0.1,0,1839,46750,12352,29714,3473,10.9,0.9,41.3,20.4,15.3,11.9,11.1,65.8,7.1,0,14.2,0.3,12.6,12.2,1120,53.2,22.2,24.4,0.2,0.3
32,Alexander,IL,0.53,0.448,2820,1496,1262,0.543,0.448,5631,3056,2522,37.18049267,-89.32910838,154,2,6776,3258,3518,1,61.8,34.6,0.6,0.2,0,5100,31014,2759,18564,1678,33.4,59.3,26.8,27.8,25.9,4.9,14.6,87.7,5.8,0.8,1.7,1.4,2.6,27.3,2164,75,20.6,4.4,0,8.2
365,Cameron,TX,0.321,0.646,91804,29432,59319,0.429,0.56,113789,48834,63732,26.14524221,-97.48140372,24280,1083,420201,203657,216544,89.3,9.3,0.4,0.1,0.6,0,224981,36095,962,16085,329,31.2,43.9,28.2,26.3,24.3,10.5,10.6,84.8,9.1,0.5,1.3,1.8,2.4,20.2,153938,73.8,17.1,8.9,0.3,8
725,Dawson,GA,0.846,0.124,11680,9880,1444,0.833,0.155,16081,13398,2486,34.44244079,-84.16964071,927,11,23397,11529,11868,4.2,92.8,1.2,0.1,0.3,0,18150,62284,5862,31954,2779,11.8,15.7,37.1,12.6,25,12.3,12.9,79.6,11.2,0.1,0.4,0.8,7.8,32.3,10665,79.9,13.3,6.7,0,6.1
1352,Jackson,AR,0.633,0.307,5151,3262,1583,0.706,0.268,5076,3583,1360,35.59802983,-91.21494602,907,6,17429,8575,8854,2.7,77.2,16.9,0.2,0,0,13868,32783,2974,19458,1777,25.1,42.4,22.3,18.3,20.7,15.4,23.3,83.4,9.4,0.2,1.6,1.3,4.1,19.1,5700,76,15.8,7.6,0.5,7
1749,Madison,OH,0.676,0.278,16754,11319,4662,0.696,0.288,19309,13445,5558,39.89381073,-83.40178317,1129,16,43732,23892,19840,1.9,88.9,5.8,0.3,1.1,0,34278,62897,1726,27798,1073,10.2,15.7,32.1,16.8,21,11.6,18.5,83.6,9.4,0.2,1.6,1,4.1,25.3,18838,79.5,13.8,6.7,0,5.4
2845,Utah,UT,0.515,0.139,164777,84863,22934,0.678,0.268,269877,183008,72324,40.1166722,-111.6657662,30400,83,576496,290874,285622,11.4,83,0.5,0.4,1.5,0.8,352481,67042,820,23207,271,11.8,10.4,41,15.2,26.5,7.6,9.9,73.2,11.8,2,4.1,2.3,6.7,21.4,257679,83.8,11.4,4.6,0.2,4.3
2345,Rabun,GA,0.791,0.182,7949,6287,1443,0.781,0.207,9568,7474,1984,34.88389445,-83.40304637,437,11,16354,8126,8228,8.1,87.1,1.9,0.5,0.8,0,12891,39297,3217,26942,3177,20.3,30.6,33.4,19.3,20.9,16.5,9.8,74.7,17,0.7,2.6,0.7,4.4,21.6,6259,75.5,13.3,11.2,0,5.7
2773,Tishomingo,MS,0.856,0.119,8310,7117,990,0.867,0.116,9057,7854,1050,34.74023475,-88.23917219,845,41,19476,9400,10076,2.9,93.4,2.5,0.3,0.1,0,14913,36672,2553,19379,1276,18.6,22.7,22.3,15.9,23.2,11.4,27.2,85.8,10.4,0.3,1.5,1,1.1,22.3,7890,82.4,12.2,5.2,0.1,10.8
201,Big Horn,WY,0.801,0.117,5079,4067,594,0.836,0.137,5752,4806,788,44.52405055,-107.9960365,263,7,11920,6015,5905,8.8,88.2,0.6,0.9,0.4,0.1,8636,51716,3372,23724,1150,13,13.8,29.5,18.5,19.2,18.4,14.4,74.8,9.8,0,7.2,2.2,6,18.8,5280,71.8,19.7,8.1,0.4,4.7
1043,Gloucester,VA,0.67,0.277,19524,13087,5399,0.669,0.313,22228,14875,6964,37.40809042,-76.53524337,357,3,37035,18278,18757,3.3,85.1,8.2,0.2,0.5,0,29301,63881,2572,32271,1298,8.7,12.1,30.4,18,22.7,14.7,14.2,83.8,9.4,0.4,0.4,2.2,3.8,32.9,17770,75.1,19.3,5.4,0.2,3.3
1213,Hartley,TX,0.888,0.088,1945,1727,172,0.899,0.094,2076,1866,195,35.84008013,-102.6029022,179,0,5821,3524,2297,26.2,59.6,8.4,0,1.4,0,4159,64427,4662,20676,2181,8.1,11.4,38,14.1,18.1,17.3,12.6,84,8.3,0,2.3,0.8,4.7,11.9,2049,76.2,13,8.8,2,1.2
244,Bowie,TX,0.723,0.256,34470,24913,8831,0.708,0.28,38194,27053,10692,33.44626922,-94.41834132,2040,77,93635,47173,46462,7.4,64.5,23.9,0.8,1,0,69154,46283,2652,24761,1365,17.9,26.4,31.9,18.8,24,11.2,14.2,88.6,5.9,0.3,0.9,1.8,2.5,17.9,36668,77.7,18.1,4.2,0,7.3
1714,Luzerne,PA,0.584,0.388,132731,77508,51454,0.568,0.422,151727,86127,64100,41.17823008,-75.98447579,5624,206,318222,156922,161300,10.1,83.8,3.5,0.1,1.2,0,246670,49290,817,26809,371,15.2,26.1,31,17.8,25.9,7.9,17.3,81.6,10.4,1.1,2.8,0.8,3.3,22.1,148463,84.2,11.1,4.5,0.2,7
1513,Knox,MO,0.757,0.203,1867,1413,379,0.801,0.183,1856,1486,340,40.12699751,-92.14780832,69,1,3976,2010,1966,1,96.5,0.4,0,0.1,0.4,3010,39674,3273,22171,2989,20.2,28.1,33.3,12.9,21.3,16,16.6,77.7,7.2,0,4.4,0.6,10,22.8,1642,73.4,10.5,15.5,0.5,5.8
760,Delta,TX,0.806,0.176,2279,1836,400,0.834,0.156,2587,2157,403,33.38570922,-95.66921122,36,0,5172,2552,2620,6.9,81.5,7.9,0.2,0.7,0,3959,42642,5710,22732,2155,22.9,40.1,31,16.5,22.1,13.9,16.5,86.9,7.1,0.6,2.4,1.6,1.5,31.5,1980,72.6,19.6,7.8,0,6.4
2365,Rappahannock,VA,0.57,0.392,4444,2532,1741,0.566,0.422,4964,2812,2096,38.68295619,-78.15826963,70,2,7359,3646,3713,3.5,89.2,3.8,0.2,1.2,0,5825,62541,6964,38185,3377,8.9,9.3,39.6,18,24.5,12.4,5.5,73.4,13.5,0.8,3.6,0.9,7.9,37.9,3580,67.4,18.8,13.7,0.2,2.9
280,Brown,IN,0.634,0.318,7908,5015,2518,0.644,0.337,8886,5725,2996,39.19605589,-86.22868909,160,3,15007,7439,7568,1.6,95.9,0.5,0,0.7,0,12173,59292,5009,31365,3149,10.6,10.1,33.3,15.2,24.5,11.5,15.4,85.6,8.4,0.2,1.1,0.2,4.5,33.3,6754,80.8,8.8,9.9,0.5,5.9
2319,Prince William,VA,0.373,0.574,144854,54065,83093,0.357,0.628,227327,81222,142863,38.70916224,-77.48713689,14554,223,450763,224843,225920,22.4,44.6,20.2,0.2,8,0.1,279061,101059,1440,38225,340,7,9.8,43.4,17.7,22.4,9.1,7.4,75.3,12.3,5.3,1.2,1.7,4.2,39.1,231096,73.1,22.7,4.1,0.1,5
2234,Pierce,NE,0.853,0.107,3580,3052,382,0.864,0.12,4006,3462,480,42.26434853,-97.60122773,234,11,7175,3598,3577,1.6,96.7,0.3,0.1,0.4,0.1,5374,55417,3949,28766,1462,6.8,7.1,33.3,13.4,20.6,12.9,19.9,80.5,7.8,0,3,1.6,7.1,19.2,3706,75.3,13,11,0.8,3.8
490,Chippewa,MI,0.591,0.348,15434,9120,5378,0.604,0.376,17675,10682,6651,46.29552653,-84.54353449,187,0,38023,20948,17075,1.8,70.1,6.4,13.9,1,0.1,30374,44030,1729,21958,957,17.1,24.4,29.1,27,23.5,7.6,12.7,77.4,11.7,0.8,5.1,1.4,3.6,16.8,14986,65.8,26.7,7,0.6,9
1949,Monroe,TN,0.784,0.187,17050,13361,3184,0.807,0.181,20749,16742,3760,35.44550387,-84.24902965,1546,29,45698,22571,23127,4.2,91.1,1.9,0.9,0.4,0,35219,36931,1711,20353,1305,20.4,31.4,23.4,16.5,20.5,11.7,28,86.8,8.6,0,1.1,1.4,2.2,28,16551,82.2,11,6.8,0.1,9.3
2164,Palm Beach,FL,0.412,0.565,657235,270762,371411,0.433,0.561,772839,334642,433392,26.64676272,-80.46536002,52779,1588,1426772,691154,735618,21.3,56,18.1,0.1,2.6,0,994387,57256,535,36303,410,13.4,20.3,36,21.9,25.8,9.1,7.2,78.5,9.7,1.9,1.5,2,6.4,25.3,655496,83.1,10,6.7,0.1,7.4
2192,Pend Oreille,WA,0.644,0.285,6563,4227,1871,0.671,0.306,8422,5655,2578,48.53234021,-117.2741804,148,1,13066,6636,6430,3.6,88.9,0.2,3.7,0.7,0.2,10297,49184,3109,26128,1156,16.6,18.5,33.9,18,17,17.3,13.8,75.3,12.1,0,2.3,3.1,7.2,29.2,4401,64.6,27,8.2,0.3,8
1431,Johnson,KY,0.84,0.131,9572,8043,1250,0.829,0.158,10193,8446,1607,37.85106355,-82.8264322,417,2,23064,11314,11750,0.4,97.5,0.5,0.1,1.1,0,17760,35629,2488,19925,1792,24.1,25.5,36.7,18.5,24.8,11.4,8.7,83.6,9.2,0.3,4.8,0.3,1.9,26.7,6892,75.3,19.9,4.8,0,9.2
3022,Wilbarger,TX,0.772,0.197,4101,3166,807,0.779,0.211,4518,3520,954,34.07945812,-99.24178437,384,4,12972,6415,6557,28.6,59.4,8,0.7,0.9,0,9694,43913,4945,21938,1657,16.5,22.6,26.5,24.7,22.3,11.4,15,75.7,20.5,0,1.7,1.3,0.8,11.5,6329,67.8,24.9,6.9,0.4,5.8
1222,Haywood,NC,0.625,0.345,30156,18844,10414,0.626,0.361,36265,22698,13095,35.55269063,-82.98196486,751,36,59854,29008,30846,3.7,93.1,1,0.4,0.5,0,48213,45538,2404,27166,1039,16.6,27.5,31.7,21.1,20.7,13,13.5,83.9,8.7,0.5,1.8,1.9,3.1,22.8,25518,77.7,14.4,7.6,0.3,5.1
273,Brookings,SD,0.532,0.385,12680,6748,4879,0.549,0.419,14567,8000,6110,44.36974375,-96.79079945,1545,6,33697,17153,16544,2.6,91,1.4,1.1,2.9,0,25606,53473,2404,27197,1377,15.9,10.7,36.6,17.4,22.2,10.1,13.6,76.9,9.3,0.4,5.8,2,5.5,14.9,19080,74.6,19.6,5.6,0.3,3.3
1718,Lynn,TX,0.774,0.202,1997,1546,403,0.808,0.187,2293,1853,428,33.17657705,-101.8162849,198,6,5785,2957,2828,47.2,49.3,1.3,0.5,0.3,0,4001,44922,3955,26758,2557,18,26.9,31.1,14.3,24.7,19.8,10.1,76,18.4,0.1,2.8,0,2.7,19.1,2419,74.8,16.1,8.8,0.3,8.1
2561,Shelby,AL,0.734,0.231,99208,72846,22927,0.694,0.289,114439,79428,33036,33.26879845,-86.66232561,7788,70,208721,101420,107301,5.8,78.5,11.7,0.2,1.9,0,151940,74063,1255,35330,712,8.3,10.1,44.3,13.7,26.8,7.4,7.7,86.2,7.3,0.1,0.7,0.8,4.9,28,104093,82.2,12.7,4.9,0.3,4.3
1238,Henry,IA,0.621,0.312,9286,5764,2897,0.653,0.329,9964,6507,3275,40.98767962,-91.54436349,1178,6,19865,10099,9766,4.7,88.6,2.1,0.4,2.5,0,15193,52275,2217,26340,1607,12.2,19.5,29.9,18.5,20.1,9.1,22.3,83.3,7.8,0,2.8,2.7,3.4,18.7,9304,76.7,15.4,7.4,0.5,5.5
678,Cumberland,KY,0.816,0.15,3066,2502,459,0.837,0.154,3309,2769,508,36.78926125,-85.39050034,153,0,6744,3372,3372,0.4,93,3,0,0.3,0,5249,35449,3082,18669,2132,20.7,17.8,34.7,14.8,22.7,9.9,17.9,82.7,8.5,0,0.2,1,7.7,19.9,2401,75.9,18.7,5.4,0,5.1
2705,Sumter,SC,0.425,0.545,44048,18733,24024,0.429,0.56,48920,21000,27379,33.91826534,-80.37942316,3619,89,107379,51688,55691,3.8,45.7,46.9,0.3,1.2,0,79322,41946,1164,21733,743,21.1,31.8,28.1,17.6,23.8,8.8,21.7,84.6,10.2,0.3,2,1.1,1.8,22.3,42439,74.9,18.9,6,0.1,11.4
534,Clay,AR,0.63,0.333,5998,3779,1999,0.789,0.185,5178,4084,959,36.36826212,-90.4148172,517,13,15190,7421,7769,1.9,95.8,0.7,0.5,0,0,11802,32219,2195,19171,1143,22.3,32.4,22.3,18.3,24,12.1,23.3,84.9,9.6,0,3.1,0.5,1.9,23.3,6234,80.6,11.5,7.9,0,5.3
1910,Mineral,CO,0.528,0.363,652,344,237,0.564,0.42,754,425,317,37.66954283,-106.9281698,21,0,834,433,401,12.6,83.8,1.6,0,0.4,0,752,50385,6570,33018,3937,12,17.1,32.9,30.8,15.1,12.5,8.8,49.9,11.1,1.1,24.4,1.7,11.9,14,377,67.6,18.3,14.1,0,1.6
1763,Manistee,MI,0.549,0.395,12598,6915,4979,0.568,0.417,14654,8321,6107,44.33352407,-86.05626916,154,3,24432,12697,11735,2.9,89.4,2.8,1.6,0.4,0,19930,44882,2234,24398,931,14.7,23.7,29.4,24.6,22.5,9.8,13.8,80,10.1,0.8,3.4,2,3.7,20.8,9372,76.2,15.9,7.4,0.5,8
699,Dakota,MN,0.436,0.482,228659,99624,110251,0.418,0.557,261107,109183,145510,44.67172617,-93.06299363,10733,139,414655,204016,210639,6.8,79.7,5.6,0.2,4.7,0,296543,79995,1173,38863,382,6.9,9.2,42.4,15.3,24.7,6.2,11.3,81.2,8.3,3.3,1.1,1,5,24.3,231109,84.3,11.5,4.1,0.1,4
2131,Osage,MO,0.826,0.141,7078,5845,998,0.851,0.138,7449,6341,1031,38.46036182,-91.8613635,559,3,13610,7105,6505,0.8,97.5,0.7,0.5,0,0,10439,54503,2743,24995,1032,6.8,7.6,27.6,15.5,25.7,13.7,17.4,80,14.4,0.2,1.3,1.3,2.8,25.6,6890,71.8,21.9,5.7,0.5,3.3
957,Franklin,MO,0.708,0.247,50045,35420,12339,0.708,0.271,53750,38034,14561,38.41127108,-91.07522826,2941,48,102413,51044,51369,1.7,95.3,0.8,0.2,0.6,0,77861,53849,1753,27209,787,10.6,15.7,30.2,15.5,22.7,12.3,19.3,85.3,8.9,0.6,1.7,0.7,2.9,28.3,49855,84.9,9.3,5.6,0.2,4.9
462,Cheboygan,MI,0.636,0.315,13647,8680,4302,0.642,0.343,15849,10171,5435,45.44787015,-84.50122149,187,2,25475,12680,12795,1.3,92.2,0.8,2,0.4,0,20913,42876,2289,24956,907,16.8,28.2,26.8,21.1,24.4,13.9,13.8,81.3,10.8,1,1.4,1.3,4.3,26.8,10443,80.2,12,7.5,0.4,10.7
576,Cobb,GA,0.467,0.488,326424,152602,159416,0.42,0.563,393744,165459,221844,33.94243204,-84.5761255,22375,459,739072,357252,381820,12.8,53.1,26.3,0.1,5.1,0,497695,72004,1128,36587,443,10.9,14.7,45.7,14.8,23.9,7.3,8.3,79.6,8.5,1.1,1.2,2,7.6,31.4,382187,83.4,10.1,6.4,0.1,6
439,Chambers,TX,0.797,0.176,16661,13278,2939,0.801,0.185,21641,17343,3997,29.70972016,-94.67154501,1585,10,39283,19679,19604,21.4,68,8,0.1,1.3,0,25703,74368,8078,31412,1542,12.9,17.8,36.1,9.5,19.7,15.8,18.9,88.9,6.6,0.2,0.9,1.3,2.1,27.8,16713,75.6,16.4,7.7,0.3,6.5
2009,Murray,GA,0.832,0.145,12422,10340,1799,0.841,0.15,15389,12943,2302,34.78897608,-84.74993177,1105,10,39444,19397,20047,14.3,83.3,1,0.1,0.4,0,27426,41617,2282,19084,913,18,26.6,17,14.6,23.6,13.2,31.7,87.8,8.8,0.2,1.6,1,0.7,27.3,16748,85.6,11.3,3,0.2,7.4
1701,Loup,NE,0.846,0.126,382,323,48,0.815,0.165,454,370,75,41.91371961,-99.45440415,8,0,537,260,277,0,99.6,0,0.4,0,0,433,58625,6306,29248,2798,8.9,9.6,49.5,10.8,10.5,15.6,13.6,57.3,4.1,0,4.9,0.7,33,26.7,295,43.7,17.6,38,0.7,0.7
127,Barber,KS,0.825,0.127,2209,1822,281,0.861,0.123,2313,1992,284,37.2288586,-98.68460053,57,0,4905,2525,2380,3.2,92.4,0.7,1.5,0.7,0,3708,52075,4504,28840,2840,15.9,24.8,29.3,16,19.5,16.6,18.6,82.8,8.5,0,2.4,1.5,4.8,15.8,2391,69.6,16.8,13.2,0.5,2.5
440,Champaign,IL,0.373,0.557,89196,33235,49694,0.374,0.593,93019,34774,55173,40.13919438,-88.20046615,6824,28,207946,103843,104103,5.7,68.3,13,0.1,10.3,0.1,152566,49586,1516,28463,692,21.4,18.8,45.3,17.8,20.8,5.6,10.5,69.4,8.4,6.5,7.8,3.3,4.4,17.9,103099,67.5,27.3,5.1,0.1,5.2
683,Cumberland,TN,0.776,0.198,26298,20410,5202,0.779,0.208,32307,25167,6728,35.95271721,-84.99840585,1708,27,58178,28515,29663,2.8,94.7,0.7,0.5,0.6,0,47055,40994,1588,23668,915,16,24.8,27.3,18.5,23.4,11.9,19,84.3,10.5,0.2,1.1,0.8,3.2,22.2,20741,77.5,13.4,8.3,0.7,7.6
2026,Natrona,WY,0.724,0.202,32493,23523,6573,0.718,0.242,35202,25271,8530,42.96180148,-106.797885,1688,8,81023,41061,39962,8.2,87,1.2,0.6,0.8,0,60197,59400,2542,31900,1007,9.9,12.1,31,16.8,24.4,14.2,13.6,84.2,9.1,0.4,1.6,1.1,3.6,17.2,41467,79.3,14.7,5.6,0.4,5.1
1637,Liberty,GA,0.381,0.593,16082,6125,9531,0.373,0.612,21326,7944,13051,31.82588896,-81.49251135,1289,25,62120,31466,30654,12.5,40.3,40,0.4,2.1,0.5,43087,43493,1738,20966,838,16.6,21.7,27.9,23,24.5,9.5,15.1,82.8,9.8,0.5,3.8,2,1.1,21.6,22406,62,33.6,4.1,0.3,11.9
2827,Union,IL,0.679,0.281,8514,5780,2389,0.692,0.289,8896,6157,2575,37.47119609,-89.25548938,821,25,17267,8712,8555,5,91.4,0.7,0,0.2,0,13300,46716,3562,24646,1729,16.8,19.7,31.1,20.7,17.6,13.2,17.4,82.3,9.6,0.6,0.5,1.8,5.1,24.6,7245,69.9,22.4,6.9,0.8,5.3
2550,Sevier,UT,0.776,0.082,7925,6146,648,0.866,0.106,9731,8427,1032,38.74837146,-111.8050275,0,0,20961,10756,10205,5,92.1,0.4,1.5,0.2,0.2,14371,50850,2452,21196,923,13.3,14.6,27,18.8,21.3,16.6,16.2,79,11.2,0.5,1.8,1.6,5.8,16.6,8634,70.7,20.7,7.2,1.4,4.8
2695,Sully,SD,0.789,0.159,861,679,137,0.781,0.199,930,726,185,44.71571812,-100.1278092,45,0,1390,756,634,0.9,95.5,0,1.5,0,0,1059,60694,4956,39888,7190,3.3,0.9,42.3,10.3,17.7,24,5.6,68.6,9,1.8,6.2,0,14.5,14.6,728,63.5,19.9,16.2,0.4,0.5
1499,Kiowa,KS,0.836,0.109,1023,855,111,0.84,0.134,1139,957,153,37.55848695,-99.2856537,69,0,2524,1230,1294,6.4,89.2,1,0.6,1.2,0,1885,48226,3193,24961,2715,8.7,7.1,40.2,17.1,16.9,14.8,11,79.5,6.6,0.2,6.4,1.1,6.1,14.5,1273,70.5,18,11.5,0,3
